鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,total_floor
淡水區,房地(土地+建物)+車位,新市二路四段230巷61~90號,27.55,都市：其他:第五種住宅區,,,1091027,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,187.88,3,2,2,有,有,15130000,80530,坡道平面,32.76,0,房屋款折讓56000元整.,RPQNMLSJKIPFFEF88DA,97.76,0.0,8.53,有,,15
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1091117,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.3,3,2,2,有,有,13610000,80311,坡道平面,25.02,1300000,,RPSNMLSJKIPFFEF09DA,88.65,3.61,11.58,有,,26
淡水區,房地(土地+建物)+車位,新市一路一段61~90號,17.44,都市：其他:第五種住宅區,,,1091104,土地1建物1車位2,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,171.22,3,2,2,有,有,9800000,58983,坡道平面,45.76,2400000,陽台外推；,RPPNMLTJKIPFFEF88DA,73.14,10.43,5.63,有,39.0,20
淡水區,房地(土地+建物)+車位,淡金路二段151~180號,20.09,都市：其他:第五種住宅區,,,1091106,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,146.98000000000002,2,2,2,有,有,9570000,65111,坡道平面,31.45,0,,RPSRMLKKKIPFFEF78DA,71.36,3.44,7.73,有,40.0,15
三重區,房地(土地+建物)+車位,集賢路121~150號,33.25,都市：其他:住宅區,,,1091028,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980105,235.53,3,2,2,有,有,27480000,116673,坡道平面,70.42,0,,RPVOMLRJKIPFFGF96DA,103.14,6.99,9.75,有,,15
蘆洲區,房地(土地+建物),永樂街31~60號,20.06,都市：其他:住宅區,,,1091120,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,121.39999999999999,3,2,2,有,有,12300000,101318,,0.0,0,,RPPPMLSJKIPFFGF56DA,101.83,0.67,11.99,有,,13
三重區,房地(土地+建物),龍門路1~30號,6.86,都市：其他:住宅區,,,1090708,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,52.68000000000001,1,1,1,有,有,8080000,153379,,0.0,0,,RPQQMLSJKIPFFGF76DA,32.11,1.04,3.19,有,,15
中和區,房地(土地+建物),興南路二段1~30號,20.45,都市：其他:住宅區,,,1091112,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941227,125.58000000000001,3,2,2,有,有,16200000,129001,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMLJIPFFHF68DA,85.9,0.0,9.36,有,,13
中和區,房地(土地+建物),連城路89巷1~30號,12.44,都市：其他:住宅區,,,1091004,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831128,103.68,3,2,2,有,有,14150000,136478,,0.0,0,陽台外推；其他增建；,RPWOMLQLJIPFFHF17DA,71.57,1.96,10.78,有,,16
中和區,房地(土地+建物)+車位,中興街211~240號,15.65,都市：其他:住宅區,,,1091108,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980318,138.42000000000002,3,2,2,有,有,16500000,119202,坡道平面,15.07,0,其他增建；,RPPQMLSJKIPFFHF76DA,72.31,7.17,6.53,有,,15
永和區,房地(土地+建物)+車位,環河西路二段209巷1~30號,12.16,都市：其他:住宅區,,,1091024,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,146.0,3,2,2,有,有,15250000,104452,坡道平面,0.0,0,陽台外推；其他增建；,RPPPMLTJKIPFFHF76DA,85.54,0.83,9.5,有,,21
板橋區,房地(土地+建物)+車位,民生路一段31~60號,13.59,都市：其他:住宅區,,,1091113,土地1建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831202,217.02,4,2,2,有,有,25000000,123753,坡道機械,29.54,1800000,,RPQRMLTJKIPFFAF09EA,164.02,0.0,22.95,有,,25
新店區,房地(土地+建物),安祥路110巷1~30號,57.33,,山坡地保育區,丙種建築用地,1090926,土地1建物1車位0,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850322,120.19,3,2,2,有,有,5750000,47841,,0.0,0,,RPUPMLTJKIPFFCF86EA,101.46,0.0,11.88,有,,18
新店區,房地(土地+建物)+車位,中央路151~180號,60.13,都市：其他:捷運系統用地,,,1091102,土地3建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,356.32,4,2,3,有,有,42500000,119275,坡道平面,25.97,0,,RPPOMLSJKIPFFCF78EA,185.8,8.49,18.93,有,55.0,18
汐止區,房地(土地+建物)+車位,新台五路二段121~150號,18.17,都市：其他:第二種住宅區,,,1091123,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891212,157.74,3,2,2,有,有,14000000,88754,坡道平面,0.0,0,,RPUNMLTJKIPFFDF76EA,85.41,0.0,7.74,有,,14
汐止區,房地(土地+建物)+車位,連興街31~60號,10.8,都市：其他:商業區,,,1091123,土地1建物1車位1,六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850809,153.14,3,2,2,有,有,13500000,88155,坡道平面,0.0,0,,RPTPMLKKKIPFFDF68EA,78.78,1.87,11.66,有,,25
淡水區,房地(土地+建物)+車位,沙崙路一段126巷91~120號,10.71,都市：其他:第五之一種住宅區,,,1091111,土地1建物1車位1,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,78.13,2,2,3,有,有,6500000,83184,坡道平面,8.85,0,權利人取得建物持分為三分之一，車位持分全部面積為26.54平方公尺，車位持分三分之一面積為8.847平方公尺。,RPSQMLSJKIPFFEF86EA,41.39,1.73,4.36,有,57.0,22
淡水區,房地(土地+建物)+車位,新市一路三段1~30號,15.0,都市：其他:第五種住宅區,,,1091109,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990105,112.43,3,2,1,有,有,7600000,77454,坡道平面,29.8,1200000,,RPXRMLSJKIPFFEF47EA,54.48,0.0,5.27,有,,15
淡水區,房地(土地+建物)+車位,新市一路一段211~240號,30.07,都市：其他:第五種住宅區,,,1091027,土地1建物1車位1,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,220.71,4,2,2,有,有,13000000,58901,坡道平面,29.2,0,,RPUOMLTJKIPFFEF96EA,114.68,8.11,11.01,有,58.0,22
淡水區,房地(土地+建物),沙崙路1~30號,8.69,都市：其他:商業區,,,1091107,土地1建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850217,144.78,4,2,2,有,有,7700000,53184,,0.0,0,,RPVOMLTJKIPFFEF07EA,109.57,1.29,13.27,有,,24
淡水區,房地(土地+建物)+車位,新市三路二段241~270號,8.12,都市：其他:第三之一種中心商業區,,,1091102,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,123.30000000000001,2,1,1,有,有,6800000,55150,坡道平面,30.46,0,,RPSPMLTJKIPFFEF86EA,53.59,2.8,5.35,有,60.0,29
三重區,房地(土地+建物),重新路三段121~150號,3.38,都市：其他:道路用地,,,1091113,土地2建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031226,62.379999999999995,0,0,0,無,有,10180000,163193,,0.0,0,,RPRNMLTJKIPFFGF76EA,31.22,2.43,4.46,有,61.0,24
三重區,房地(土地+建物)+車位,環河南路1~30號,8.06,都市：其他:商業區,,,1090728,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890827,110.39,2,2,1,有,有,14800000,134070,坡道機械,0.0,1100000,陽台外推；,RPUNMLTJKIPFFGF07EA,67.39,0.0,7.61,有,,17
中和區,房地(土地+建物)+車位,景平路271~300號,7.79,都市：其他:住宅區,,,1091106,土地1建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910816,126.87,2,2,2,有,有,19500000,153701,坡道機械,22.13,0,,RPSPMLSJKIPFFHF07EA,59.95,6.32,12.54,有,,25
中和區,房地(土地+建物),圓通路271~300號,27.08,都市：其他:住宅區,,,1091113,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820804,159.34,4,2,2,有,有,18500000,116104,,0.0,0,,RPTNMLTJKIPFFHF07EA,117.02,0.93,15.92,有,,16
永和區,房地(土地+建物),環河西路二段181~210號,3.36,都市：其他:道路用地,,,1091123,土地2建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0880827,41.7,1,1,1,有,有,6930000,166187,,0.0,0,陽台外推；,RPXNMLKKKIPFFHF66EA,27.77,0.0,6.48,有,,22
中和區,房地(土地+建物)+車位,明禮街31~60號,12.04,都市：其他:住宅區,,,1091116,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940407,127.15,2,2,1,有,有,18600000,178117,坡道平面,36.76,2500000,其他增建；,RPUNMLKKKIPFFHF98EA,59.07,0.0,4.73,有,,14
中和區,房地(土地+建物)+車位,中正路151~180號,8.8,都市：其他:道路用地,,,1091115,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,103.47999999999999,3,2,1,有,有,12100000,128311,坡道機械,18.53,1200000,夾層；,RPVNMLKKKIPFFHF09EA,48.62,0.0,6.67,有,70.0,14
三重區,房地(土地+建物)+車位,光復路一段31~60號,25.01,都市：其他:住宅區,,,1091108,土地1建物1車位1,四層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,267.53999999999996,4,2,2,有,有,30500000,122270,坡道平面,34.45,2000000,,RPRNMLKKKIPFFGF58EA,141.56,5.04,18.19,有,,31
三重區,房地(土地+建物)+車位,光復路一段31~60號,29.6,都市：其他:住宅區,,,1091115,土地1建物1車位1,五層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,313.62,5,2,4,有,有,37000000,125372,坡道平面,34.45,2000000,,RPSNMLKKKIPFFGF68EA,174.78,4.32,15.76,有,,31
三重區,房地(土地+建物)+車位,光復路一段31~60號,25.01,都市：其他:住宅區,,,1090917,土地1建物1車位1,二十七層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,266.94,4,2,2,有,有,37990000,153942,坡道平面,34.45,2200000,,RPTNMLKKKIPFFGF78EA,140.96,5.04,18.19,有,,31
三重區,房地(土地+建物),光復路一段31~60號,21.94,都市：其他:住宅區,,,1091101,土地1建物1車位0,四層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,232.65,4,2,2,有,有,28880000,124135,,0.0,0,,RPUNMLKKKIPFFGF88EA,141.11,5.04,18.19,有,,31
淡水區,房地(土地+建物)+車位,濱海路三段148巷50弄31~60號,54.56,都市：其他:第二種住宅區,,,1091101,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051025,212.49,4,2,2,有,有,13000000,61179,坡道平面,26.17,0,,RPUQMLKKKIPFFEF98EA,107.29,8.48,11.53,有,86.0,13
淡水區,房地(土地+建物)+車位,淡金路二段211~240號,24.24,都市：其他:第五種住宅區,,,1091031,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828,160.88,3,2,2,有,有,10350000,64334,坡道平面,33.17,0,,RPUNMLOKKIPFFEF09EA,75.7,1.67,10.71,有,88.0,15
汐止區,房地(土地+建物)+車位,大同路二段241~270號,11.83,都市：其他:第二種住宅區,,,1091105,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,147.70999999999998,3,2,2,有,有,17500000,118475,坡道平面,22.93,0,,RPQOMLKKKIPFFDF28EA,73.13,0.73,14.1,有,,29
新莊區,房地(土地+建物)+車位,公園路121~150號,16.83,都市：其他:道路用地,,,1091113,土地2建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911127,190.7,3,2,2,有,有,18660000,117989,坡道平面,49.5,2000000,陽台外推；其他增建；,RPUSMLLKKIPFFBF98EA,90.27,0.0,15.05,有,,16
板橋區,房地(土地+建物),新府路121~150號,2.69,都市：其他:第二種特定專用區,,,1091122,土地1建物1車位0,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,38.230000000000004,1,11,1,有,有,8080000,211352,,0.0,0,夾層；,RPTNMLTJKIPFFAF98EA,23.4,0.0,1.62,有,94.0,24
土城區,房地(土地+建物),德峰街2巷1~30號,21.0,都市：其他:第二種住宅區,,,1091129,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831208,110.0,3,2,2,有,有,12300000,111828,,0.0,0,陽台外推；,RPPQMLKKKIPFFAF08EA,88.25,0.0,7.57,有,95.0,14
三峽區,房地(土地+建物)+車位,大德路1~30號,25.84,都市：其他:住宅區,,,1091123,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950316,193.6,4,2,2,有,有,16000000,82645,坡道平面,35.65,0,,RPOPMLTJKIPFFIF76DA,91.88,1.66,24.84,有,,15
三峽區,房地(土地+建物)+車位,文化路211~240號,13.55,都市：其他:住宅區,,,1091117,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970423,93.25999999999999,3,2,2,有,有,4000000,42895,坡道平面,38.27,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLKKKIPFFIF66DA,46.25,2.98,4.38,有,,14
中和區,房地(土地+建物)+車位,連城路121~150號,43.87,都市：其他:住宅區,,,1091113,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930915,186.18,3,2,2,有,有,21350000,114674,坡道平面,0.0,0,車位為須定期抽籤,RPQQMLLKKIPFFHF88DA,101.43,0.0,10.86,有,101.0,14
三重區,房地(土地+建物)+車位,環河南路1~30號,9.41,都市：其他:商業區,,,1091124,土地3建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861024,98.75,3,1,1,有,有,11800000,119494,升降機械,11.03,0,,RPQPMLSJKIPFFGF66DA,56.45,2.5,5.69,有,109.0,14
三重區,房地(土地+建物)+車位,集賢路151~180號,24.3,都市：其他:住宅區,,,1091101,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970603,163.39,3,2,2,有,有,18000000,110166,坡道平面,44.4,0,,RPRNMLQJKIPFFGF98DA,75.56,2.41,8.3,有,,14
八里區,房地(土地+建物)+車位,忠孝路301~330號,23.9,都市：其他:第一種住宅區,,,1091020,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,138.14,2,2,1,有,有,7380000,61149,坡道平面,32.66,930000,,RPQOMLTJKIPFFEF09DA,62.81,0.0,7.99,有,,14
八里區,房地(土地+建物)+車位,忠孝路301~330號,20.91,都市：其他:第一種住宅區,,,1091105,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,127.2,2,2,1,有,有,6960000,64629,坡道平面,32.66,850000,,RPROMLTJKIPFFEF56DA,58.22,0.0,5.2,有,,14
淡水區,房地(土地+建物)+車位,新市二路一段91~120號,19.79,都市：其他:第五種住宅區,,,1091010,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,152.53,1,1,1,有,有,8000000,52449,坡道平面,37.86,0,,RPOOMLLKKIPFFEF18DA,60.57,7.0,3.4,有,111.0,13
淡水區,房地(土地+建物),淡金路1~30號,3.03,都市：其他:商業區(二),,,1091115,土地1建物1車位0,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970909,52.89,1,1,1,有,有,4500000,85082,,0.0,0,陽台外推；,RPVRMLSJKIPFFEF17DA,27.97,0.0,5.49,有,112.0,29
八里區,房地(土地+建物),龍米路二段117巷1~30號,9.91,都市：其他:住宅區,,,1091119,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870927,95.47,3,2,1,有,有,6000000,62847,,0.0,0,陽台外推；,RPRPMLPLJIPFFEF98DA,71.81,0.0,9.54,有,,14
淡水區,房地(土地+建物)+車位,淡金路38巷1~30號,13.04,都市：其他:住宅區(三),,,1091031,土地1建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,141.95,3,2,2,有,有,10200000,71856,坡道平面,25.11,0,,RPOQMLNJJIPFFEF38DA,64.19,1.7,16.14,有,,22
汐止區,房地(土地+建物),福德一路86巷31~60號,12.62,都市：其他:第二種住宅區,,,1091102,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860531,90.86,3,1,2,有,有,9000000,99053,,0.0,0,陽台外推；,RPSPMLKKKIPFFDF48DA,53.32,1.09,8.04,有,115.0,13
汐止區,房地(土地+建物),大同路二段241~270號,6.15,都市：其他:第二種住宅區,,,1091115,土地1建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,68.7,1,1,1,有,有,9080000,132169,,0.0,0,,RPWOMLTJKIPFFDF96DA,46.3,0.0,2.14,有,,29
汐止區,房地(土地+建物),大同路三段601~630號,3.91,都市：其他:第二種住宅區,,,1091104,土地1建物1車位0,二十八層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.72,1,1,1,有,有,3000000,71908,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWRMLQLJIPFFDF07DA,28.81,0.0,2.79,有,,32
新店區,房地(土地+建物)+車位,安祥路110巷17弄1~30號,67.68,,山坡地保育區,丙種建築用地,1091123,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,175.47,2,2,2,有,有,8000000,45592,坡道平面,0.0,0,陽台外推；,RPQOMLRJKIPFFCF68DA,99.73,0.0,12.21,有,117.0,18
新莊區,房地(土地+建物)+車位,中正路871~900號,34.53,都市：其他:住宅區,,,1090726,土地2建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941124,238.3,4,2,2,有,有,20800000,87285,坡道平面,79.98,0,,RPVRMLKKJIPFFBF68DA,108.75,0.0,13.72,有,,13
林口區,房地(土地+建物)+車位,中山路511~540號,15.17,都市：其他:中心商業區,,,1091104,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970111,168.26,3,2,2,有,有,11600000,68941,坡道平面,32.12,0,,RPTNMLPJJIPFFBF48DA,89.63,1.7,6.55,有,,15
板橋區,房地(土地+建物),文化路一段331~360號,2.18,都市：其他:住宅區,,,1091114,土地1建物1車位0,三十六層,四十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,42.49,1,1,1,有,有,10000000,235349,,0.0,0,陽台外推；夾層；,RPWOMLTJKIPFFAF66DA,22.93,0.0,5.03,有,129.0,40
板橋區,房地(土地+建物),文化路一段361~390號,2.77,都市：其他:住宅區,,,1091107,土地1建物1車位0,八層,四十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,54.15,1,1,1,有,有,11500000,212373,,0.0,0,陽台外推；夾層；,RPOTMLSJKIPFFAF88DA,33.06,0.0,5.38,有,131.0,43
土城區,房地(土地+建物),金城路三段1~30號,14.7,都市：其他:道路用地,,,1091124,土地2建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880913,139.57,4,2,2,有,有,13000000,93143,,0.0,0,,RPRPMLPLJIPFFAF58DA,99.63,0.0,2.92,有,136.0,18
板橋區,房地(土地+建物),民生路一段91~120號,15.48,都市：其他:住宅區,,,1091028,土地1建物1車位0,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990831,131.31,3,2,2,有,有,21100000,160688,,0.0,0,,RPQPMLSKJIPFFAF68DA,81.69,5.77,4.81,有,,21
土城區,房地(土地+建物),學享街31~60號,7.97,都市：其他:第二種住宅區,,,1091108,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971111,51.59,1,1,1,有,有,7100000,137624,,0.0,0,,RPSPMLNKJIPFFAF38DA,32.07,0.0,3.03,有,,14
板橋區,房地(土地+建物),英士路31~60號,4.24,都市：其他:商業區,,,1090720,土地1建物1車位0,六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,79.50999999999999,2,1,1,有,有,11180000,140611,,0.0,0,陽台外推；其他增建；,RPWOMLNKJIPFFAF68DA,58.37,0.0,5.96,有,,28
土城區,房地(土地+建物)+車位,裕民路92巷5弄1~30號,15.96,都市：其他:第二種住宅區,,,1091117,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,107.67,2,1,1,有,有,12880000,149477,坡道平面,36.89,2300000,其他增建；,RPRPMLNJKIPFFAF28DA,93.38,0.0,6.55,有,140.0,13
板橋區,房地(土地+建物)+車位,南雅南路二段1~30號,13.21,都市：其他:住宅區,,,1091105,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850108,143.75,3,2,2,有,有,19500000,135652,坡道平面,0.0,0,,RPQPMLTJKIPFFAF78DA,80.89,1.08,7.49,有,141.0,18
板橋區,房地(土地+建物),英士路31~60號,4.24,都市：其他:商業區,,,1091115,土地1建物1車位0,十九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,79.50999999999999,2,2,1,有,有,11300000,142120,,0.0,0,其他增建；,RPWSMLTJKIPFFAF07DA,58.37,0.0,5.96,有,,28
林口區,房地(土地+建物)+車位,文化二路一段271~300號,12.32,都市：其他:中心商業區,,,1091115,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,130.81,3,2,2,有,有,11000000,84091,坡道平面,26.45,0,陽台外推；夾層；,RPRUMLNLJIPFFBF98DA,62.94,0.99,12.75,有,,14
五股區,房地(土地+建物)+車位,成泰路四段1~30號,28.54,都市：其他:保護區,,,1091107,土地3建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850129,185.59,4,2,2,有,有,10500000,56576,坡道平面,28.79,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLOKKIPFFBF58DA,122.86,4.0,15.74,有,,21
新店區,房地(土地+建物),新和街91~120號,4.07,都市：其他:道路用地,,,1091123,土地2建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840908,24.83,1,1,1,有,有,3100000,124849,,0.0,0,,RPPNMLOKKIPFFCF28DA,18.24,0.0,2.03,有,169.0,13
汐止區,房地(土地+建物)+車位,鄉長路一段31~60號,8.17,都市：其他:第二種住宅區,,,1091118,土地1建物1車位1,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860111,147.5,2,2,2,有,有,10000000,67797,坡道平面,44.31,0,陽台外推；,RPUNMLSJKIPFFDF56DA,84.22,0.21,13.48,有,,28
汐止區,房地(土地+建物)+車位,仁愛路151巷1~30號,17.3,都市：其他:第二種住宅區,,,1091114,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980520,151.09,3,2,2,有,有,15580000,103117,坡道平面,0.0,0,另含機車位一位,RPTNMLOKKIPFFDF78DA,69.27,2.0,8.92,有,,18
八里區,房地(土地+建物),龍米路一段181~210號,4.74,都市：其他:住宅區,,,1091029,土地1建物1車位0,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,58.33,1,1,1,有,有,4500000,77147,,0.0,0,陽台外推；,RPPPMLKKJIPFFEF18DA,32.92,0.0,5.06,有,,29
淡水區,房地(土地+建物)+車位,新市一路一段211~240號,29.02,都市：其他:第五種住宅區,,,1091128,土地1建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,209.95999999999998,4,2,2,有,有,12300000,58583,坡道平面,0.0,0,,RPQSMLOJKIPFFEF98DA,110.98,8.52,5.38,有,173.0,22
淡水區,房地(土地+建物)+車位,中山北路三段16巷1~30號,19.14,都市：其他:第五種住宅區,,,1091105,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060321,132.42,2,2,1,有,有,8000000,60414,坡道平面,31.45,0,,RPQOMLLKKIPFFEF38DA,62.09,1.96,4.3,有,174.0,13
淡水區,房地(土地+建物)+車位,北新路182巷61~90號,32.14,都市：其他:住宅區,,,1091023,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900627,196.32999999999998,4,2,2,有,有,12800000,65196,坡道平面,0.0,0,,RPSOMLLKKIPFFEF58DA,110.18,0.0,14.66,有,,13
淡水區,房地(土地+建物)+車位,新市一路一段331巷61~90號,29.97,都市：其他:第三種住宅區。,,,1091108,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031024,186.55,3,2,2,有,有,10500000,56285,坡道平面,53.08,0,,RPVOMLOKKIPFFEF56DA,79.4,0.0,10.84,有,175.0,15
三重區,房地(土地+建物)+車位,集賢路31~60號,59.35,都市：其他:住宅區,,,1091029,土地1建物1車位3,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020607,434.15999999999997,0,0,0,無,有,56600000,130367,坡道平面,122.13,0,,RPQWMLKLJIPFFGF66DA,186.27,11.17,14.51,有,,15
中和區,房地(土地+建物),中正路811~840號,8.09,都市：其他:道路用地,,,1091108,土地2建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,101.26,2,2,2,有,有,11680000,115347,,0.0,0,陽台外推；其他增建；,RPXPMLMJKIPFFHF86DA,66.82,0.0,13.58,有,,22
中和區,房地(土地+建物)+車位,中正路661~690號,11.46,都市：其他:住宅區,,,1091020,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871027,171.87,4,2,2,有,有,15500000,95671,坡道平面,26.58,1600000,陽台外推；,RPOQMLMJKIPFFHF68DA,93.84,0.95,14.34,有,,22
